id,label
607,0
608,0
609,4
610,0
611,1
612,1
613,1
614,0
615,1
616,1
617,4
618,0
619,4
620,1
621,1
622,0
623,1
624,1
625,1
626,0
627,4
628,0
629,0
630,1
631,0
632,0
633,1
634,0
635,4
636,0
637,1
638,1
639,0
640,1
641,1
642,2
643,1
644,4
645,4
646,0
647,0
648,1
649,4
650,0
651,0
652,1
653,1
654,0
655,0
656,0
657,4
658,0
659,1
660,5
661,0
662,0
663,0
664,1
665,0
666,4
667,0
668,4
669,4
670,2
671,0
672,0
673,4
674,0
675,4
676,0
677,1
678,0
679,1
680,0
681,0
682,1
683,0
684,1
685,4
686,4
687,0
688,1
689,0
690,1
691,4
692,1
693,0
694,1
695,0
696,4
697,0
698,0
699,1
700,4
701,0
702,0
703,1
704,5
705,1
706,0
707,0
708,4
709,0
710,4
711,0
712,0
713,1
714,0
715,4
716,1
717,0
718,4
719,1
720,1
721,1
722,1
723,0
724,0
725,0
726,0
727,5
728,0
729,1
730,0
731,0
732,0
733,2
734,1
735,1
736,4
737,0
738,1
739,0
740,0
741,0
742,1
743,4
744,4
745,1
746,0
747,1
748,1
749,4
750,0
751,5
752,4
753,0
754,0
755,0
756,1
757,1
758,1
759,1
760,1
761,4
762,0
763,0
764,0
765,1
766,4
767,1
768,1
769,4
770,0
771,0
772,1
773,4
774,4
775,5
776,1
777,3
778,0
779,0
780,4
781,0
782,4
783,4
784,0
785,1
786,0
787,4
788,4
789,2
790,1
791,4
792,4
793,0
794,0
795,0
796,0
797,1
798,0
799,0
800,0
801,0
802,1
803,0
804,0
805,5
806,1
807,0
808,0
809,5
810,4
811,1
812,1
813,3
814,4
815,0
816,1
817,4
818,0
819,1
820,1
821,4
822,1
823,4
824,1
825,0
826,4
827,1
828,4
829,4
830,0
831,0
832,2
833,1
834,0
835,1
836,4
837,4
838,4
839,0
840,0
841,4
842,0
843,0
844,0
845,4
846,4
847,4
848,1
849,0
850,5
851,1
852,0
853,4
854,5
855,0
856,0
857,1
858,0
859,1
860,1
861,1
862,5
863,4
864,4
865,1
866,0
867,0
868,0
869,0
870,0
871,0
872,4
873,5
874,1
875,5
876,5
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,4
888,5
889,0
890,1
891,4
892,1
893,0
894,1
895,0
896,1
897,0
898,0
899,5
900,0
901,4
902,0
903,0
904,5
905,0
906,1
907,1
908,4
909,0
910,0
911,0
912,1
913,1
914,5
915,1
916,0
917,0
918,1
919,4
920,0
921,0
922,0
923,5
924,0
925,5
926,1
927,5
928,1
929,1
930,0
931,0
932,0
933,0
934,0
935,0
936,4
937,0
938,0
939,0
940,0
941,1
942,4
943,0
944,4
945,1
946,0
947,1
948,4
949,0
950,0
951,0
952,0
953,0
954,1
955,0
956,0
957,0
958,0
959,1
960,1
961,1
962,1
963,1
964,1
965,0
966,1
967,5
968,1
969,5
970,0
971,4
972,1
973,0
974,0
975,5
976,0
977,4
978,0
979,0
980,0
981,1
982,0
983,0
984,4
985,4
986,1
987,0
988,0
989,0
990,1
991,0
992,0
993,0
994,0
995,4
996,1
997,0
998,4
999,1
1000,1
1001,2
1002,2
1003,4
1004,0
1005,2
1006,5
1007,1
1008,1
1009,0
1010,1
1011,0
1012,4
1013,1
1014,0
1015,0
1016,0
1017,4
1018,4
1019,0
1020,0
1021,0
1022,0
1023,4
1024,0
1025,1
1026,1
1027,5
1028,0
1029,0
1030,5
1031,1
1032,0
1033,0
1034,4
1035,2
1036,4
1037,5
1038,0
1039,0
1040,1
1041,1
1042,4
1043,0
1044,4
1045,0
1046,1
1047,0
1048,1
1049,1
1050,0
1051,4
1052,1
1053,4
1054,1
1055,0
1056,0
1057,4
1058,0
1059,1
1060,1
1061,4
1062,0
1063,7
1064,0
1065,0
1066,1
1067,1
1068,1
1069,0
1070,4
1071,0
1072,2
1073,0
1074,1
1075,1
1076,4
1077,4
1078,4
1079,0
1080,1
1081,1
1082,1
1083,2
1084,1
1085,0
1086,1
1087,0
1088,1
1089,4
1090,1
1091,4
1092,5
1093,0
1094,4
1095,0
1096,5
1097,0
1098,1
1099,0
1100,1
1101,4
1102,0
1103,4
1104,0
1105,0
1106,0
1107,4
1108,0
1109,0
1110,4
1111,1
1112,0
1113,4
1114,0
1115,0
1116,1
1117,1
1118,0
1119,0
1120,2
1121,4
1122,1
1123,1
1124,1
1125,1
1126,1
1127,4
1128,0
1129,0
1130,1
1131,0
1132,0
1133,0
1134,1
1135,5
1136,1
1137,1
1138,1
1139,0
1140,4
1141,0
1142,0
1143,1
1144,1
1145,2
1146,0
1147,1
1148,1
1149,4
1150,1
1151,1
1152,0
1153,1
1154,0
1155,0
1156,0
1157,4
1158,4
1159,1
1160,1
1161,1
1162,4
1163,0
1164,1
1165,5
1166,2
1167,0
1168,4
1169,0
1170,0
1171,4
1172,1
1173,5
1174,0
1175,0
1176,1
1177,0
1178,1
1179,5
1180,0
1181,4
1182,4
1183,1
1184,0
1185,1
1186,5
1187,0
1188,1
1189,1
1190,4
1191,4
1192,1
1193,4
1194,3
1195,5
1196,0
1197,0
1198,0
1199,0
1200,4
1201,0
1202,1
1203,4
1204,0
1205,0
1206,0
1207,1
1208,5
1209,4
1210,1
1211,1
1212,4
1213,0
1214,5
1215,5
1216,0
1217,4
1218,0
1219,0
1220,0
1221,4
1222,1
1223,0
1224,5
1225,0
1226,4
1227,0
1228,0
1229,1
1230,1
1231,4
1232,0
1233,1
1234,0
1235,0
1236,1
1237,4
1238,4
1239,0
1240,0
1241,5
1242,1
1243,0
1244,0
1245,1
1246,1
1247,0
1248,0
1249,1
1250,0
1251,0
1252,1
1253,0
1254,1
1255,0
1256,0
1257,4
1258,5
1259,1
1260,5
1261,0
1262,4
1263,4
1264,0
1265,4
1266,0
1267,0
1268,0
1269,1
1270,4
1271,4
1272,0
1273,2
1274,0
1275,0
1276,0
1277,4
1278,1
1279,0
1280,0
1281,0
1282,4
1283,5
1284,1
1285,1
1286,0
1287,0
1288,4
1289,1
1290,4
1291,4
1292,1
1293,4
1294,0
1295,1
1296,0
1297,4
1298,0
1299,0
1300,0
1301,1
1302,7
1303,0
1304,1
1305,0
1306,0
1307,0
1308,2
1309,5
1310,1
1311,4
1312,1
1313,4
1314,4
1315,4
1316,0
1317,2
1318,4
1319,1
1320,1
1321,4
1322,1
1323,0
1324,0
1325,1
1326,4
1327,1
1328,1
1329,4
1330,1
1331,4
1332,4
1333,4
1334,4
1335,4
1336,0
1337,4
1338,4
1339,4
1340,4
1341,4
1342,0
1343,0
1344,4
1345,1
1346,1
1347,2
1348,1
1349,4
1350,0
1351,4
1352,4
1353,0
1354,2
1355,0
1356,1
1357,0
1358,1
1359,0
1360,0
1361,0
1362,0
1363,4
1364,1
1365,1
1366,0
1367,4
1368,4
1369,1
1370,1
1371,0
1372,0
1373,0
1374,5
1375,1
1376,1
1377,0
1378,4
1379,0
1380,1
1381,0
1382,1
1383,1
1384,0
1385,4
1386,1
1387,4
1388,0
1389,4
1390,4
1391,1
1392,1
1393,0
1394,4
1395,1
1396,2
1397,1
1398,1
1399,4
1400,0
1401,0
1402,0
1403,0
1404,1
1405,0
1406,1
1407,0
1408,2
1409,0
1410,4
1411,1
1412,4
1413,0
1414,0
1415,1
1416,2
1417,1
1418,0
1419,1
1420,4
1421,4
1422,0
1423,4
1424,4
1425,4
1426,0
1427,5
1428,1
1429,0
1430,0
1431,0
1432,4
1433,1
1434,4
1435,0
1436,1
1437,5
1438,5
1439,1
1440,0
1441,5
1442,4
1443,4
1444,5
1445,4
1446,4
1447,5
1448,1
1449,0
1450,1
1451,0
1452,0
1453,5
1454,0
1455,0
1456,5
1457,2
1458,0
1459,1
1460,0
1461,0
1462,0
1463,1
1464,1
1465,4
1466,2
1467,1
1468,4
1469,0
1470,4
1471,0
1472,0
1473,5
1474,5
1475,0
1476,5
1477,4
1478,1
1479,0
1480,0
1481,1
1482,0
1483,4
1484,4
1485,3
1486,2
1487,4
1488,1
1489,1
1490,1
1491,0
1492,0
1493,4
1494,1
1495,0
1496,5
1497,0
1498,1
1499,1
1500,0
1501,0
1502,0
1503,4
1504,0
1505,5
1506,5
1507,4
1508,1
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,2
1520,5
1521,4
1522,1
1523,4
1524,4
1525,0
1526,0
1527,0
1528,1
1529,0
1530,1
1531,2
1532,4
1533,4
1534,0
1535,4
1536,0
1537,5
1538,1
1539,1
1540,3
1541,0
1542,4
1543,4
1544,4
1545,5
1546,1
1547,1
1548,4
1549,0
1550,1
1551,1
1552,1
1553,0
1554,0
1555,4
1556,1
1557,2
1558,1
1559,3
1560,4
1561,0
1562,1
1563,1
1564,0
1565,4
1566,1
1567,0
1568,0
1569,4
1570,4
1571,4
1572,1
1573,1
1574,1
1575,1
1576,0
1577,0
1578,4
1579,1
1580,0
1581,0
1582,0
1583,5
1584,0
1585,1
1586,1
1587,1
1588,4
1589,4
1590,2
1591,4
1592,4
1593,1
1594,0
1595,1
1596,1
1597,2
1598,0
1599,0
1600,0
1601,2
1602,4
1603,4
1604,4
1605,0
1606,1
1607,0
1608,1
1609,5
1610,0
1611,4
1612,0
1613,1
1614,1
1615,0
1616,0
1617,4
1618,0
1619,0
1620,5
1621,2
1622,0
1623,0
1624,1
1625,1
1626,4
1627,2
1628,1
1629,4
1630,0
1631,5
1632,1
1633,0
1634,1
1635,4
1636,0
1637,0
1638,0
1639,1
1640,4
1641,1
1642,4
1643,0
1644,4
1645,0
1646,0
1647,0
1648,1
1649,1
1650,1
1651,0
1652,0
1653,5
1654,0
1655,4
1656,0
1657,0
1658,0
1659,1
1660,0
1661,5
1662,4
1663,0
1664,4
1665,1
1666,0
1667,0
1668,1
1669,5
1670,4
1671,4
1672,0
1673,0
1674,5
1675,0
1676,5
1677,0
1678,0
1679,4
1680,4
1681,0
1682,0
1683,1
1684,0
1685,0
1686,0
1687,1
1688,5
1689,4
1690,0
1691,0
1692,5
1693,1
1694,0
1695,4
1696,0
1697,0
1698,0
1699,0
1700,0
1701,1
1702,1
1703,1
1704,0
1705,4
1706,5
1707,0
1708,1
1709,4
1710,1
1711,1
1712,4
1713,1
1714,4
1715,0
1716,5
1717,1
1718,4
1719,0
1720,1
1721,5
1722,1
1723,0
1724,0
1725,0
1726,4
1727,1
1728,0
1729,3
1730,0
1731,1
1732,4
1733,4
1734,1
1735,0
1736,0
1737,1
1738,0
1739,0
1740,3
1741,1
1742,1
1743,1
1744,1
1745,0
1746,1
1747,4
1748,4
1749,1
1750,0
1751,1
1752,0
1753,1
1754,0
1755,1
1756,1
1757,1
1758,1
1759,1
1760,1
1761,0
1762,0
1763,0
1764,0
1765,1
1766,4
1767,0
1768,0
1769,1
1770,0
1771,1
1772,0
1773,4
1774,4
1775,1
1776,0
1777,0
1778,4
1779,0
1780,0
1781,0
1782,1
1783,0
1784,0
1785,0
1786,0
1787,2
1788,1
1789,0
1790,1
1791,1
1792,1
1793,1
1794,1
1795,4
1796,4
1797,0
1798,4
1799,4
1800,4
1801,4
1802,4
1803,4
1804,1
1805,0
1806,4
1807,4
1808,0
1809,1
1810,4
1811,0
1812,5
1813,2
1814,0
1815,7
1816,1
1817,0
1818,4
1819,1
1820,0
1821,1
1822,0
1823,0
1824,5
1825,4
1826,0
1827,5
1828,1
1829,1
1830,0
1831,0
1832,1
1833,4
1834,4
1835,1
1836,0
1837,4
1838,0
1839,4
1840,5
1841,0
1842,4
1843,1
1844,0
1845,4
1846,0
1847,4
1848,1
1849,0
1850,1
1851,4
1852,1
1853,0
1854,4
1855,0
1856,4
1857,1
1858,0
1859,5
1860,0
1861,0
1862,4
1863,4
1864,0
1865,0
1866,0
1867,1
1868,4
1869,2
1870,0
1871,1
1872,0
1873,1
1874,1
1875,5
1876,1
1877,1
1878,5
1879,4
1880,0
1881,0
1882,1
1883,4
1884,5
1885,4
1886,0
1887,0
1888,4
1889,0
1890,0
1891,0
1892,4
1893,0
1894,0
1895,4
1896,1
1897,1
1898,0
1899,2
1900,1
1901,4
1902,1
1903,0
1904,1
1905,1
1906,0
1907,4
1908,1
1909,4
1910,4
1911,4
1912,0
1913,2
1914,4
1915,1
1916,0
1917,0
1918,1
1919,4
1920,1
1921,0
1922,4
1923,1
1924,0
1925,1
1926,0
1927,4
1928,0
1929,1
1930,0
1931,0
1932,0
1933,1
1934,0
1935,1
1936,4
1937,5
1938,1
1939,1
1940,1
1941,4
1942,1
1943,2
1944,4
1945,5
1946,0
1947,4
1948,0
1949,0
1950,1
1951,3
1952,0
1953,0
1954,4
1955,0
1956,0
1957,0
1958,5
1959,1
1960,0
1961,4
1962,1
1963,5
1964,1
1965,0
1966,0
1967,0
1968,1
1969,4
1970,1
1971,1
1972,0
1973,4
1974,0
1975,1
1976,0
1977,0
1978,0
1979,5
1980,0
1981,0
1982,1
1983,4
1984,0
1985,4
1986,5
1987,1
1988,5
1989,0
1990,4
1991,2
1992,4
1993,0
1994,0
1995,4
1996,5
1997,0
1998,4
1999,1
2000,1
2001,1
2002,0
2003,0
2004,0
2005,1
2006,5
2007,0
2008,2
2009,0
2010,1
2011,1
2012,0
2013,0
2014,5
2015,1
2016,1
2017,0
2018,1
2019,0
2020,0
2021,1
2022,4
2023,1
2024,4
2025,0
2026,4
2027,0
2028,1
2029,0
2030,0
2031,0
2032,4
2033,0
2034,1
2035,1
2036,1
2037,1
2038,4
2039,0
2040,4
2041,0
2042,0
2043,0
2044,4
2045,1
2046,1
2047,4
2048,1
2049,1
2050,4
2051,0
2052,0
2053,5
2054,1
2055,1
2056,4
2057,0
2058,0
2059,0
2060,4
2061,4
2062,4
2063,1
2064,0
2065,4
2066,0
2067,0
2068,0
2069,4
2070,0
2071,0
2072,1
2073,1
2074,7
2075,5
2076,4
2077,5
2078,4
2079,1
2080,4
2081,4
2082,4
2083,0
2084,4
2085,4
2086,5
2087,4
2088,4
2089,0
2090,1
2091,4
2092,1
2093,1
2094,4
2095,1
2096,5
2097,0
2098,0
2099,0
2100,0
2101,1
2102,1
2103,1
2104,0
2105,0
2106,1
2107,5
2108,0
2109,3
2110,0
2111,5
2112,4
2113,4
2114,1
2115,1
2116,0
2117,0
2118,0
2119,1
2120,0
2121,0
2122,0
2123,0
2124,0
2125,0
2126,4
2127,1
2128,0
2129,0
2130,0
2131,0
2132,0
2133,1
2134,1
2135,4
2136,5
2137,1
2138,4
2139,0
2140,4
2141,2
2142,0
2143,0
2144,1
2145,0
2146,1
2147,0
2148,1
2149,1
2150,1
2151,0
2152,1
2153,4
2154,0
2155,4
2156,0
2157,0
2158,0
2159,5
2160,5
2161,1
2162,1
2163,0
2164,1
2165,1
2166,4
2167,5
2168,5
2169,0
2170,1
2171,4
2172,4
2173,4
2174,0
2175,4
2176,0
2177,0
2178,1
2179,1
2180,5
2181,0
2182,2
2183,0
2184,1
2185,0
2186,2
2187,4
2188,0
2189,4
2190,2
2191,5
2192,4
2193,1
2194,0
2195,0
2196,1
2197,1
2198,1
2199,1
2200,0
2201,0
2202,0
2203,4
2204,1
2205,4
2206,1
2207,4
2208,1
2209,0
2210,0
2211,1
2212,4
2213,1
2214,0
2215,0
2216,4
2217,0
2218,0
2219,1
2220,4
2221,0
2222,1
2223,0
2224,0
2225,0
2226,4
2227,0
2228,4
2229,0
2230,0
2231,1
2232,0
2233,4
2234,4
2235,0
2236,5
2237,4
2238,0
2239,0
2240,4
2241,1
2242,0
2243,0
2244,0
2245,0
2246,0
2247,0
2248,0
2249,4
2250,0
2251,1
2252,0
2253,0
2254,4
2255,0
2256,1
2257,4
2258,1
2259,0
2260,1
2261,1
2262,2
2263,0
2264,0
2265,0
2266,0
2267,1
2268,0
2269,4
2270,1
2271,0
2272,5
2273,1
2274,4
2275,2
2276,1
2277,4
2278,4
2279,0
2280,4
2281,0
2282,2
2283,4
2284,0
2285,2
2286,0
2287,3
2288,1
2289,0
2290,4
2291,0
2292,4
2293,4
2294,4
2295,0
2296,0
2297,1
2298,1
2299,0
2300,1
2301,1
2302,0
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,1
2310,1
2311,1
2312,1
2313,1
2314,0
2315,4
2316,2
2317,2
2318,0
2319,0
2320,0
2321,0
2322,1
2323,0
2324,1
2325,4
2326,0
2327,0
2328,1
2329,1
2330,0
2331,0
2332,0
2333,1
2334,1
2335,1
2336,1
2337,0
2338,1
2339,4
2340,0
2341,0
2342,4
2343,4
2344,0
2345,4
2346,0
2347,1
2348,0
2349,5
2350,0
2351,0
2352,1
2353,4
2354,0
2355,1
2356,4
2357,0
2358,4
2359,1
2360,1
2361,0
2362,1
2363,0
2364,1
2365,1
2366,0
2367,1
2368,0
2369,0
2370,1
2371,0
2372,0
2373,4
2374,1
2375,0
2376,0
2377,4
2378,0
2379,0
2380,0
2381,1
2382,1
2383,1
2384,1
2385,5
2386,0
2387,0
2388,2
2389,0
2390,4
2391,0
2392,1
2393,0
2394,2
2395,0
2396,1
2397,5
2398,0
2399,1
2400,0
2401,1
2402,1
2403,1
2404,1
2405,0
2406,0
2407,1
2408,5
2409,5
2410,0
2411,0
2412,2
2413,2
2414,4
2415,4
2416,1
2417,0
2418,4
2419,0
2420,0
2421,0
2422,2
2423,4
2424,1
2425,1
2426,0
2427,0
2428,0
2429,0
2430,4
2431,0
2432,2
2433,1
2434,2
2435,0
2436,1
2437,1
2438,3
2439,0
2440,1
2441,1
2442,1
2443,4
2444,0
2445,0
2446,0
2447,4
2448,5
2449,0
2450,1
2451,1
2452,4
2453,1
2454,0
2455,0
2456,0
2457,0
2458,1
2459,1
2460,4
2461,1
2462,1
2463,4
2464,1
2465,4
2466,1
2467,0
2468,4
2469,4
2470,1
2471,1
2472,0
2473,1
2474,0
2475,0
2476,0
2477,0
2478,0
2479,0
2480,4
2481,4
2482,1
2483,0
2484,1
2485,0
2486,4
2487,1
2488,1
2489,0
2490,1
2491,4
2492,5
2493,0
2494,1
2495,5
2496,1
2497,1
2498,1
2499,1
2500,1
2501,0
2502,4
2503,1
2504,4
2505,5
2506,0
2507,4
2508,0
2509,0
2510,0
2511,0
2512,1
2513,0
2514,1
2515,2
2516,1
2517,0
2518,4
2519,2
2520,1
2521,1
2522,1
2523,0
2524,0
2525,1
2526,1
2527,2
2528,5
2529,4
2530,4
2531,1
2532,0
2533,1
2534,0
2535,1
2536,0
2537,0
2538,4
2539,0
2540,5
2541,0
2542,0
2543,0
2544,5
2545,1
2546,2
2547,0
2548,0
2549,4
2550,1
2551,2
2552,2
2553,4
2554,5
2555,0
2556,0
2557,0
2558,4
2559,1
2560,0
2561,1
2562,0
2563,4
2564,1
2565,4
2566,0
2567,4
2568,1
2569,4
2570,5
2571,0
2572,5
2573,4
2574,4
2575,0
2576,0
2577,0
2578,1
2579,0
2580,0
2581,0
2582,4
2583,4
2584,4
2585,1
2586,0
2587,1
2588,1
2589,2
2590,0
2591,0
2592,1
2593,1
2594,4
2595,1
2596,5
2597,1
2598,0
2599,4
2600,0
2601,1
2602,1
2603,1
2604,1
2605,4
2606,4
2607,0
2608,1
2609,1
2610,1
2611,4
2612,0
2613,4
2614,0
2615,1
2616,0
2617,4
2618,0
2619,0
2620,1
2621,0
2622,4
2623,4
2624,0
2625,1
2626,4
2627,1
2628,1
2629,0
2630,0
2631,0
2632,0
2633,0
2634,0
2635,4
2636,0
2637,1
2638,1
2639,1
2640,2
2641,4
2642,4
2643,0
2644,0
2645,0
2646,1
2647,4
2648,4
2649,1
2650,0
2651,0
2652,5
2653,0
2654,1
2655,1
2656,0
2657,0
2658,0
2659,4
2660,4
2661,4
2662,1
2663,4
2664,1
2665,5
2666,0
2667,0
2668,0
2669,0
2670,4
2671,0
2672,4
2673,4
2674,1
2675,4
2676,0
2677,0
2678,4
2679,3
2680,5
2681,1
2682,0
2683,2
2684,0
2685,1
2686,1
2687,0
2688,3
2689,1
2690,0
2691,1
2692,0
2693,0
2694,4
2695,0
2696,4
2697,1
2698,1
2699,0
2700,4
2701,0
2702,1
2703,1
2704,0
2705,0
2706,4
2707,4
2708,1
2709,1
2710,4
2711,1
2712,0
2713,0
2714,1
2715,0
2716,0
2717,1
2718,0
2719,0
2720,0
2721,1
2722,0
2723,1
2724,0
2725,1
2726,0
2727,0
2728,0
2729,0
2730,5
2731,1
2732,0
2733,1
2734,1
2735,0
2736,0
2737,0
2738,0
2739,5
2740,0
2741,0
2742,5
2743,0
2744,0
2745,4
2746,0
2747,4
2748,4
2749,0
2750,1
2751,1
2752,2
2753,2
2754,0
2755,0
2756,1
2757,5
2758,0
2759,4
2760,0
2761,4
2762,4
2763,1
2764,0
2765,1
2766,4
2767,0
2768,1
2769,4
2770,2
2771,0
2772,4
2773,0
2774,4
2775,0
2776,1
2777,0
2778,0
2779,0
2780,4
2781,4
2782,0
2783,0
2784,0
2785,0
2786,1
2787,0
2788,4
2789,1
2790,1
2791,1
2792,0
2793,2
2794,1
2795,1
2796,0
2797,0
2798,1
2799,1
2800,0
2801,4
2802,0
2803,2
2804,4
2805,0
2806,2
2807,4
2808,0
2809,1
2810,0
2811,0
2812,4
2813,4
2814,4
2815,0
2816,0
2817,4
2818,0
2819,0
2820,1
2821,0
2822,5
2823,4
2824,0
2825,0
2826,4
2827,4
2828,5
2829,4
2830,1
2831,0
2832,4
2833,0
2834,2
2835,4
2836,1
2837,0
2838,0
2839,0
2840,4
2841,1
2842,4
2843,0
2844,4
2845,0
2846,1
2847,4
2848,0
2849,0
2850,0
2851,1
2852,4
2853,5
2854,0
2855,1
2856,4
2857,0
2858,4
2859,0
2860,4
2861,1
2862,0
2863,2
2864,0
2865,4
2866,0
2867,4
2868,0
2869,1
2870,4
2871,0
2872,1
2873,0
2874,2
2875,0
2876,1
2877,0
2878,0
2879,0
2880,1
2881,0
2882,3
2883,0
2884,1
2885,5
2886,0
2887,1
2888,4
2889,1
2890,2
2891,2
2892,0
2893,4
2894,0
2895,1
2896,4
2897,1
2898,5
2899,1
2900,0
2901,1
2902,4
2903,0
2904,1
2905,0
2906,1
2907,4
2908,4
2909,0
2910,4
2911,0
2912,4
2913,4
2914,4
2915,2
2916,0
2917,0
2918,1
2919,0
2920,4
2921,1
2922,4
2923,1
2924,1
2925,1
2926,4
2927,0
2928,0
2929,0
2930,0
2931,0
2932,1
2933,0
2934,0
2935,4
2936,0
2937,0
2938,1
2939,0
2940,1
2941,1
2942,0
2943,2
2944,1
2945,0
2946,1
2947,5
2948,0
2949,4
2950,0
2951,0
2952,0
2953,0
2954,1
2955,4
2956,1
2957,1
2958,1
2959,1
2960,1
2961,0
2962,1
2963,4
2964,1
2965,1
2966,4
2967,1
2968,1
2969,1
2970,4
2971,0
2972,4
2973,1
2974,1
2975,4
2976,0
2977,0
2978,1
2979,4
2980,4
2981,0
2982,0
2983,0
2984,4
2985,2
2986,4
2987,1
2988,4
2989,0
2990,2
2991,4
2992,0
2993,5
2994,0
2995,4
2996,4
2997,1
